#sampled,frames_original_timestamp,frames_read_started,frames_read,frames_pushed,frontend_frames_received,frontend_preintegration_computed,frontend_pyramid_created,frontend_tracking_ended,frontend_recall_ended,frontend_detection_cam0_ended,frontend_matching_ended,frontend_detection_cami_ended,frontend_filter_ended,frontend_keypoints_pushed,backend_keypoints_received,backend_observations_processed,backend_cumulative_linearization_ended,backend_cumulative_solver_ended,backend_cumulative_backsubstitution_ended,backend_cumulative_error_computed,backend_optimization_ended,backend_marginalization_ended,backend_state_pushed,consumer_state_received,consumer_state_pushed,vit_consumer_pose_received,received_by_monado
7514960657194,7514960657194,36405503578101,36405503994561,36405503994601,36405504015531,36405504070985,36405505442604,36405512094545,36405512096899,36405512753209,36405513750026,36405514781148,36405514788862,36405514789153,36405514811965,36405515263060,36405516230884,36405520360108,36405520652738,36405520982177,36405521539538,36405521780349,36405521808843,36405521837286,36405521840852,36405523436411,36405523493248
7514993953894,7514993953894,36405537590666,36405537995815,36405537995996,36405538018588,36405538078190,36405538907844,36405544710915,36405544714952,36405545418059,36405546458989,36405547769875,36405547777008,36405547777159,36405547806514,36405547966884,36405549395598,36405553159089,36405553504567,36405553815851,36405554322780,36405554622221,36405554638522,36405554668708,36405554672536,36405556806453,36405556876725
7515027234894,7515027234894,36405570539018,36405570938867,36405570938917,36405570958644,36405571055746,36405572312681,36405577855704,36405577857969,36405578666714,36405579914381,36405581365740,36405581372553,36405581372733,36405581395756,36405581522453,36405582161041,36405584060439,36405584153032,36405584289147,36405584664389,36405584932341,36405584943712,36405584967807,36405584969641,36405590175563,36405590240334
7515060525394,7515060525394,36405603668028,36405604073748,36405604073818,36405604099947,36405604158187,36405605477889,36405610761026,36405610764582,36405611494700,36405612321629,36405613807823,36405613813313,36405613813454,36405613840154,36405613968464,36405614924565,36405617896291,36405618072692,36405618347706,36405618804994,36405618997876,36405619017693,36405619042399,36405619045284,36405623562897,36405623647145
7515093820694,7515093820694,36405636831914,36405637317453,36405637317784,36405637344364,36405637408244,36405638641023,36405644125948,36405644128563,36405645017648,36405646077804,36405647861175,36405647869480,36405647869661,36405647883777,36405648026274,36405649103333,36405651947321,36405652092434,36405652302275,36405652669402,36405652876049,36405652893602,36405652922176,36405652924720,36405656920987,36405657017728
7515127103694,7515127103694,36405670660795,36405671016662,36405671016712,36405671033573,36405671083798,36405671803275,36405677571491,36405677573945,36405678400434,36405679430573,36405681264960,36405681278084,36405681278896,36405681302580,36405681456338,36405682363988,36405684766976,36405684889886,36405685141768,36405685637531,36405685801448,36405685810595,36405685835502,36405685837496,36405690330793,36405690429337
7515160392294,7515160392294,36405703502207,36405703851771,36405703851882,36405703876227,36405703930168,36405704641371,36405709930358,36405709932452,36405710754432,36405711971512,36405713782475,36405713791361,36405713791541,36405713818813,36405713985084,36405714460003,36405715721766,36405715794553,36405715920238,36405716295322,36405716488383,36405716499143,36405716523239,36405716525232,36405722345065,36405722431977
7515193681894,7515193681894,36405736804972,36405737159486,36405737159536,36405737184183,36405737230169,36405737897639,36405743700690,36405743703595,36405744437320,36405745572486,36405747464340,36405747472065,36405747472295,36405747497172,36405747908452,36405748660421,36405750723396,36405750845466,36405751033377,36405751495923,36405751628311,36405751638860,36405751661222,36405751663146,36405756986268,36405757058152
7515226971894,7515226971894,36405769799581,36405770153193,36405770153233,36405770184872,36405770232542,36405770927343,36405776477821,36405776480907,36405777290694,36405778364736,36405780113502,36405780119823,36405780120024,36405780145091,36405780285864,36405781111290,36405783337711,36405783452727,36405783657391,36405784024037,36405784166434,36405784176082,36405784200127,36405784202171,36405789636220,36405789702785
7515260262094,7515260262094,36405803711007,36405804148857,36405804148917,36405804171730,36405804218968,36405804903039,36405810777264,36405810780169,36405811601197,36405812984298,36405815111282,36405815119368,36405815119598,36405815151618,36405815297161,36405816062124,36405818149112,36405818256435,36405818428236,36405818803729,36405818966194,36405818974469,36405818998564,36405819007501,36405822804013,36405822870638
7515293549994,7515293549994,36405836862669,36405837213817,36405837213857,36405837235828,36405837289288,36405837991043,36405844364452,36405844367598,36405845235995,36405846362846,36405848136959,36405848148791,36405848149933,36405848183286,36405848411163,36405849357847,36405851751459,36405851928151,36405852124549,36405852613615,36405852751493,36405852761061,36405852784034,36405852786098,36405857027834,36405857139443
7515326840294,7515326840294,36405869939852,36405870289808,36405870289938,36405870314053,36405870362273,36405871049060,36405877191787,36405877202297,36405877976026,36405879040039,36405880884174,36405880891848,36405880892019,36405880919320,36405881088256,36405881880892,36405884413045,36405884528931,36405884713366,36405885202323,36405885357764,36405885366050,36405885388572,36405885390486,36405889125112,36405889197257
7515360130494,7515360130494,36405903101333,36405903449786,36405903449826,36405903473370,36405903522191,36405904269592,36405910410676,36405910413471,36405911218980,36405912326264,36405914036087,36405914042890,36405914043050,36405914067847,36405914222436,36405914719890,36405916750012,36405916832408,36405916985836,36405917410158,36405917540923,36405917549048,36405917571380,36405917583011,36405923330558,36405923423462
7515393418494,7515393418494,36405936595127,36405936939251,36405936939422,36405936963777,36405937018820,36405937707681,36405944171339,36405944174305,36405944997958,36405945862888,36405947547524,36405947554587,36405947554897,36405947580646,36405947717813,36405948750777,36405950794245,36405950912708,36405951135927,36405951565430,36405951685135,36405951693560,36405951716083,36405951718657,36405956291183,36405956346407
7515426708594,7515426708594,36405969613169,36405969963014,36405969963064,36405969986468,36405970040550,36405970725112,36405977167330,36405977169985,36405977921954,36405978953596,36405980607655,36405980614818,36405980614989,36405980634756,36405981054933,36405981592791,36405983065420,36405983135803,36405983274693,36405983645576,36405983797039,36405983807619,36405983845510,36405983848827,36405989500414,36405989587186
7515459996794,7515459996794,36406003023135,36406003370486,36406003370526,36406003393219,36406003439886,36406004162810,36406010573049,36406010575613,36406011289691,36406012202491,36406014421117,36406014430855,36406014431266,36406014448048,36406014668020,36406015167895,36406016597302,36406016673955,36406016796134,36406017239216,36406017383426,36406017394096,36406017419324,36406017421167,36406023705449,36406023812560
7515493286794,7515493286794,36406036337593,36406036681177,36406036681207,36406036705051,36406036750406,36406037484451,36406043614435,36406043618622,36406044539618,36406045610604,36406047200042,36406047211814,36406047211994,36406047229026,36406047402160,36406048386784,36406051002905,36406051210073,36406051459049,36406051928439,36406052146578,36406052157358,36406052180351,36406052182806,36406055619654,36406055685658
7515526576894,7515526576894,36406069609070,36406069953395,36406069953445,36406069976078,36406070030069,36406070738957,36406077159684,36406077162339,36406077926451,36406078955699,36406080535168,36406080555656,36406080557189,36406080574522,36406080738849,36406081596945,36406084200643,36406084338020,36406084561518,36406084991927,36406085149482,36406085159170,36406085181472,36406085183295,36406089987104,36406090065401
7515559864994,7515559864994,36406103137318,36406103488065,36406103488105,36406103511028,36406103558778,36406104290248,36406110915098,36406110917843,36406111799896,36406112835556,36406114633253,36406114647831,36406114649694,36406114690040,36406114896897,36406116205276,36406118904944,36406119071779,36406119362655,36406119893187,36406120039260,36406120053126,36406120076931,36406120078875,36406123127916,36406123224187
7515593154894,7515593154894,36406136175288,36406136522829,36406136522999,36406136548046,36406136597920,36406137363654,36406143448372,36406143451518,36406144640836,36406145718846,36406147461740,36406147477039,36406147477290,36406147520521,36406147742376,36406148924670,36406151445673,36406151638183,36406151881500,36406152399020,36406152560753,36406152572284,36406152598403,36406152600667,36406155461166,36406155510999
7515626451194,7515626451194,36406169550078,36406169906987,36406169907167,36406169919941,36406169972149,36406170755146,36406176706865,36406176709360,36406177775858,36406178905384,36406180702831,36406180712679,36406180713381,36406180743858,36406180901252,36406181834210,36406184401861,36406184549157,36406184816987,36406185364113,36406185512761,36406185523932,36406185547055,36406185549420,36406190272387,36406190358108
7515659733394,7515659733394,36406202829831,36406203177302,36406203177482,36406203201667,36406203249617,36406203949919,36406210131148,36406210133383,36406211153654,36406212136295,36406214043988,36406214054598,36406214054698,36406214071901,36406214458134,36406215619210,36406218193152,36406218361959,36406218621496,36406219123614,36406219291188,36406219301407,36406219325101,36406219327195,36406223090986,36406223149185
7515693023294,7515693023294,36406236102130,36406236462615,36406236462665,36406236487512,36406236537044,36406237272602,36406243825508,36406243830136,36406244757053,36406245691954,36406247769736,36406247778974,36406247779455,36406247812206,36406247987083,36406248982889,36406251305861,36406251450662,36406251664121,36406252157696,36406252298851,36406252309571,36406252335579,36406252337934,36406255276749,36406255344216
7515726335494,7515726335494,36406269704957,36406270066725,36406270066865,36406270095319,36406270146715,36406270838892,36406277604946,36406277607852,36406278557210,36406279501209,36406281624827,36406281631669,36406281631900,36406281663669,36406281860779,36406282779390,36406284967829,36406285082183,36406285302447,36406285740777,36406285967672,36406285977180,36406286007897,36406286009921,36406289985869,36406290064567
7515759601294,7515759601294,36406302810103,36406303164487,36406303164757,36406303187860,36406303235640,36406303966810,36406310266280,36406310275287,36406311321337,36406312435414,36406314673677,36406314685859,36406314686661,36406314721326,36406314934746,36406315290663,36406316091544,36406316130707,36406316216277,36406316615144,36406316785403,36406316795972,36406316821059,36406316823334,36406323098569,36406323182186
7515792891094,7515792891094,36406336224357,36406336574864,36406336575084,36406336598248,36406336648061,36406337356097,36406343634008,36406343636502,36406344650241,36406345583169,36406347437833,36406347444726,36406347445267,36406347481094,36406347658016,36406348011569,36406350282304,36406350396688,36406350581614,36406351006879,36406351162401,36406351171377,36406351196544,36406351198558,36406355225312,36406355283981
7515826218194,7515826218194,36406369080156,36406369435341,36406369435391,36406369460328,36406369511223,36406370245358,36406376813232,36406376816358,36406377953989,36406378980572,36406381178730,36406381190522,36406381190873,36406381215228,36406381355701,36406381609768,36406382254155,36406382314308,36406382370985,36406382711551,36406382869918,36406382892871,36406382918900,36406382921975,36406390110732,36406390185843
